2,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,19,19,0
3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,19,20,0,19
2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,18,21,0,20,19
2,2,3,2,3,3,3,4,3,2,3,2,2,2,3,2,3,3,2,2,3,3,2,3,5,4,17,20,0,21,19,5
2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,17,20,0,20,18,2,4
3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,0,20,17,3,3,3
2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,18,19,0,19,17,4,2,2,4
3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,18,20,0,19,19,2,5,3,3,3
2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,18,20,0,20,18,2,2,3,2,2,3
2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,2,2,2,2,19,21,0,20,18,3,2,2,2,2,2,3
2,2,2,2,3,3,3,2,2,2,2,2,3,4,2,4,2,2,3,17,19,0,21,18,2,2,2,2,3,2,2,3
2,2,4,2,1,2,2,3,2,2,2,2,2,2,2,3,4,4,17,20,0,19,19,2,2,2,2,3,3,2,2,3
2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,4,18,18,0,20,17,2,3,2,2,2,2,2,2,2,3
3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,19,20,0,18,17,3,2,2,2,2,2,2,2,2,2,3
2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,18,20,0,20,18,4,2,2,2,2,2,2,2,3,2,2,3
2,1,2,3,3,2,3,2,2,2,2,2,2,3,18,17,0,20,19,4,4,2,2,2,2,2,2,2,3,2,2,3
2,2,2,2,2,2,2,2,2,2,2,3,16,4,20,0,17,18,3,3,3,4,1,2,2,2,2,2,2,2,2,3
2,2,3,2,2,2,2,3,3,2,2,2,20,19,0,20,18,2,4,2,2,2,3,2,3,3,2,2,3,2,3,3
4,2,3,3,3,3,3,3,3,3,17,19,21,0,19,4,3,2,3,2,2,4,3,2,3,3,2,2,2,2,3,2
3,2,3,3,2,2,2,2,4,3,7,17,0,21,20,16,2,2,3,3,2,3,2,3,3,2,2,2,2,1,3,2
2,2,2,2,2,2,2,2,2,18,23,0,17,19,2,3,2,2,4,2,2,2,2,2,3,2,2,1,2,2,3,2
3,2,2,2,3,2,3,2,20,18,0,23,7,17,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,4,2
2,3,2,3,2,3,3,18,22,0,18,18,3,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2
2,2,2,2,2,3,18,18,0,22,20,2,4,3,3,2,2,2,3,2,2,2,1,2,4,2,3,2,3,3,3,2
2,2,2,3,2,17,22,0,18,18,2,2,2,3,3,2,2,2,3,2,3,2,2,2,3,3,2,2,4,2,3,3
3,3,3,3,21,19,0,22,18,3,3,2,2,3,2,2,3,3,3,2,2,3,2,2,3,2,2,2,3,2,3,1
2,3,2,19,23,0,19,17,3,3,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2
2,9,13,21,0,23,21,2,2,2,3,2,2,3,2,2,3,3,3,2,1,3,2,2,3,2,2,2,3,2,3,2
1,18,20,0,21,19,3,3,2,3,2,2,3,3,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2
21,20,0,20,13,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2,4,2,2,2,3,2,2,3,3,2,3,2
22,0,20,18,9,3,3,2,2,3,2,2,2,2,2,2,1,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2
0,22,21,1,2,2,3,2,2,2,3,2,3,4,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2
