1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,15,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,10,19,0,15
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,729,0,0,0,0,0,1,0,10,13,0,19,11
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,14,15,0,13,10,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,11,15,0,15,10,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,12,13,0,15,14,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,12,14,0,13,11,2,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,11,14,0,14,12,2,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,12,0,14,12,2,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,12,15,0,12,11,2,1,0,0,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,13,0,15,14,2,2,0,0,1,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3,13,13,0,13,12,1,0,0,0,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,999,2,12,16,0,13,10,1,0,1,0,0,1,0,729,1,0
1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,12,13,0,16,13,2,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,13,12,0,13,12,3,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,1,0,0,1,0,1,0,1,12,16,0,12,12,2,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,10,14,0,16,13,1,999,1,0,1,0,0,0,1,0,0,1,1,0
0,1,0,0,0,0,1,0,0,0,0,3,11,14,0,14,12,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,2,0,0,1,1,14,12,0,14,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,1,1,1,13,17,0,12,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,0,0,0,0,1,1,12,12,0,17,14,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,1,2,0,0,0,2,14,13,0,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,12,16,0,13,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,1,1,2,0,2,12,17,0,16,14,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,13,12,0,17,12,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,2,1,2,12,15,0,12,12,2,0,0,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,12,4,14,0,15,13,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,17,15,0,14,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,13,17,0,15,4,2,0,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,14,0,17,17,12,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
17,0,14,13,4,2,2,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
0,17,3,13,5,3,2,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1
