1,1,1,2,1,2,2,1,0,1,1,0,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,4,16,15,0
2,1,0,2,1,1,2,0,1,2,2,1,1,1,0,2,2,2,1,0,1,1,0,1,1,1,1,0,16,16,0,15
1,0,0,2,1,1,1,1,1,0,2,0,2,0,1,1,3,1,1,1,1,1,2,1,1,1,0,15,17,0,16,16
0,1,0,0,1,0,0,1,0,2,1,0,0,2,0,0,1,2,2,1,1,1,1,3,2,1,13,16,0,17,16,4
3,0,2,0,0,1,1,1,2,1,1,2,1,1,2,2,0,0,2,1,2,1,1,1,0,14,16,0,16,15,0,3
1,1,3,3,3,2,2,0,0,1,3,1,0,1,1,0,1,0,2,1,2,2,2,0,13,17,0,16,13,0,1,1
2,2,2,3,2,1,0,1,1,1,1,0,1,1,0,1,0,2,0,2,0,2,1,16,16,0,17,14,1,1,1,1
1,1,2,1,0,1,1,1,1,2,0,2,1,2,1,2,1,1,1,1,2,0,13,18,0,16,13,0,2,1,1,1
1,1,0,1,1,1,2,1,0,2,2,0,0,1,3,1,0,1,1,1,0,19,16,0,18,16,0,1,3,1,1,1
2,2,2,1,1,0,2,1,0,0,2,1,2,0,0,1,2,0,3,2,13,18,0,16,13,1,2,1,1,2,0,1
1,0,1,0,3,1,2,1,2,1,0,1,0,0,2,0,2,0,2,14,16,0,18,19,0,2,2,1,1,1,1,1
3,0,3,2,1,0,3,0,1,2,2,3,0,3,2,1,1,3,15,16,0,16,13,0,2,0,2,2,1,1,1,1
1,2,1,0,2,0,0,1,1,1,2,1,2,1,1,0,4,15,17,0,16,14,2,1,1,2,1,1,1,1,0,0
1,3,0,2,0,2,2,1,1,0,1,0,4,2,1,0,13,17,0,17,15,2,3,1,1,0,2,2,2,1,1,1
4,2,1,3,0,0,3,2,4,3,0,3,2,1,2,13,15,0,17,15,3,0,0,1,1,2,0,0,2,1,2,0
2,1,0,2,0,0,2,0,1,0,1,1,1,2,15,17,0,15,13,4,1,2,2,0,1,0,1,0,1,3,2,1
2,0,1,2,2,0,1,1,1,3,2,0,3,14,17,0,17,13,0,0,1,0,1,1,2,1,0,2,0,1,2,1
1,1,1,0,0,1,3,2,0,0,0,1,14,14,0,17,15,2,1,1,2,2,0,3,1,0,1,2,0,1,0,1
1,0,3,1,1,0,2,2,3,1,1,17,19,0,14,14,2,1,2,1,3,0,0,1,2,1,1,1,2,0,1,1
1,3,0,1,2,1,0,0,0,2,13,14,0,19,14,3,1,2,4,2,0,0,2,0,1,1,0,1,0,2,1,2
2,1,3,3,2,3,1,2,3,17,17,0,14,17,1,0,1,3,0,1,3,1,1,0,2,0,1,2,0,0,1,0
2,1,1,2,1,1,2,1,14,14,0,17,13,1,0,2,1,0,1,2,2,0,2,2,0,1,3,1,1,2,2,1
2,1,0,2,0,0,1,15,16,0,14,17,2,1,0,3,0,3,0,1,2,1,0,2,2,1,1,1,2,0,2,1
4,4,5,3,4,3,17,17,0,16,14,3,0,3,0,1,1,4,1,1,1,2,0,0,1,1,0,2,0,1,1,0
3,2,4,3,2,15,21,0,17,15,1,2,0,2,2,1,0,2,1,1,0,1,1,1,1,1,0,1,1,1,0,1
3,2,3,1,15,18,0,21,17,1,2,1,0,2,3,1,2,3,2,0,3,2,2,2,1,0,2,1,0,1,2,2
2,4,6,10,15,0,18,15,3,0,1,3,1,0,1,0,0,0,2,0,0,1,0,1,1,1,2,1,0,1,1,2
2,1,16,16,0,15,15,2,4,0,1,2,2,1,0,2,0,0,0,2,1,3,1,1,0,2,3,0,1,1,1,1
7,16,15,0,16,10,1,3,3,2,2,3,1,1,0,2,2,3,2,0,2,0,1,1,1,3,3,0,0,2,2,2
10,13,0,15,16,6,3,4,5,0,1,3,0,3,1,1,0,1,0,1,3,1,2,0,2,2,3,2,0,0,0,1
20,0,13,16,1,4,2,2,4,1,1,1,3,0,1,0,1,2,3,2,0,0,2,1,1,2,1,0,1,0,1,1
0,20,10,7,2,2,3,3,4,2,2,2,1,1,1,2,2,4,1,1,3,1,2,1,1,2,1,3,0,1,2,1
