17,17,13,12,15,6,15,10,12,8,14,18,8,15,14,6,8,15,15,15,17,11,12,14,9,8,12,16,19,30,46,0
7,13,11,14,14,14,13,13,14,15,12,13,10,10,14,18,11,17,16,9,12,17,10,10,12,28,13,15,37,32,0,46
15,5,13,14,9,15,10,16,8,14,15,13,10,13,15,11,16,18,14,12,18,9,7,12,14,10,10,26,48,0,32,30
12,14,11,11,18,9,17,7,8,11,16,10,14,12,9,9,14,19,10,10,16,16,9,10,21,24,43,35,0,48,37,19
17,10,5,11,17,17,11,15,12,13,7,16,14,11,14,15,14,9,14,16,10,16,19,14,24,29,56,1,35,26,15,16
12,10,12,12,10,7,15,17,14,14,15,12,12,7,12,11,17,12,15,7,17,15,15,10,30,36,0,56,43,10,13,12
16,15,10,17,12,14,17,12,7,11,11,14,6,13,14,17,13,12,13,9,14,19,14,32,56,0,36,29,24,10,28,8
14,12,8,7,13,12,11,14,5,8,16,12,14,8,12,10,15,17,15,12,17,15,23,34,0,56,30,24,21,14,12,9
16,12,14,11,13,12,11,15,14,13,13,11,11,9,15,11,14,10,11,13,16,32,35,0,34,32,10,14,10,12,10,14
14,15,15,13,5,14,12,14,6,7,15,11,11,15,9,16,11,16,14,14,32,41,0,35,23,14,15,19,9,7,10,12
15,7,10,13,15,12,12,16,14,12,7,15,16,13,9,13,14,9,9,26,48,0,41,32,15,19,15,16,16,9,17,11
16,10,14,9,11,16,9,9,14,7,15,9,10,9,12,8,18,14,30,29,0,48,32,16,17,14,17,10,16,18,12,17
14,12,14,10,9,8,15,15,13,14,14,14,15,14,9,18,13,26,45,0,29,26,14,13,12,9,7,16,10,12,9,15
19,10,9,12,15,11,13,9,14,12,12,15,13,13,14,14,27,34,0,45,30,9,14,11,15,13,15,14,10,14,16,15
11,11,15,11,13,16,11,11,5,13,8,11,11,14,13,27,40,0,34,26,14,9,16,10,17,12,12,9,19,18,17,15
19,9,8,13,11,9,12,9,7,14,11,11,9,13,27,29,0,40,27,13,18,14,11,14,15,13,17,14,14,16,11,8
14,8,12,12,13,12,10,15,14,15,12,14,25,33,46,0,29,27,14,18,8,13,16,11,10,17,11,15,9,11,18,6
15,14,11,13,9,7,10,9,14,6,9,12,36,38,0,46,27,13,14,9,12,9,9,15,12,14,12,14,9,15,14,14
16,13,16,10,3,10,11,7,8,11,12,28,41,0,38,33,13,14,13,14,9,13,15,9,8,13,7,11,12,13,10,15
14,8,13,11,10,7,9,15,7,17,29,35,0,41,36,25,9,11,13,15,10,16,11,11,14,6,12,14,14,10,10,8
16,9,12,8,11,14,9,11,18,30,41,0,35,28,12,14,11,11,15,14,9,15,11,11,12,14,12,16,10,13,13,18
15,12,5,13,8,13,20,17,28,36,0,41,29,12,9,12,11,8,12,14,15,7,15,13,16,11,15,7,16,15,12,14
12,7,10,10,10,8,9,31,41,0,36,30,17,11,6,15,14,13,12,14,7,12,7,13,8,11,14,13,11,14,15,8
13,7,12,11,9,7,22,29,0,41,28,18,7,8,14,14,7,5,14,13,14,14,6,14,5,7,14,12,8,8,14,12
9,13,8,12,18,22,37,0,29,31,17,11,15,7,9,15,9,11,9,15,9,16,14,15,14,12,17,15,7,16,13,10
18,15,8,12,26,35,0,37,22,9,20,9,9,11,10,10,12,11,13,15,9,12,12,11,11,17,15,11,17,10,13,15
14,8,16,19,57,0,35,22,7,8,13,14,7,10,7,12,9,16,11,8,16,12,14,12,12,14,7,17,9,15,14,6
19,9,26,33,0,57,26,18,9,10,8,11,10,3,9,13,11,13,15,9,11,15,5,13,13,12,10,17,18,9,14,15
33,25,38,0,33,19,12,12,11,10,13,8,11,10,13,12,13,11,12,10,9,13,13,11,7,17,12,11,11,14,14,12
31,31,0,38,26,16,8,8,12,10,5,12,13,16,11,12,8,15,9,14,14,10,15,14,8,10,12,5,11,13,11,13
48,0,31,25,9,8,15,13,7,7,12,9,8,13,14,8,9,11,10,12,10,7,15,12,12,15,10,10,14,5,13,17
0,48,31,33,19,14,18,9,13,12,15,16,14,16,15,14,19,11,19,14,16,15,14,16,14,16,12,17,12,15,7,17
